================================================================================
  얼티밋 쿨타임 룰 적용 메타 시뮬레이션
  룰: 얼티밋 쿨타임 = 전 직업 공통 4턴 (자기 턴 기준 감소)
================================================================================
  역할             SP비용    쿨타임
  ----------------------------
  attacker          6     4턴
  defender          3     4턴
  magician          4     4턴
  supporter         4     4턴
  healer            3     4턴
================================================================================
  메타별 캐릭터 얼티밋 쿨타임 (SP비용 + 2)
================================================================================
  M01 화상연계  (평균SPD: 98, 평균쿨타임: 4.0턴)
  M08 vs M02 [================    ] 42/50 완료
  M08 vs M02 [=================   ] 43/50 완료
  M08 vs M02 [=================   ] 44/50 완료
  M08 vs M02 [==================  ] 45/50 완료
  M08 vs M02 [==================  ] 46/50 완료
  M08 vs M02 [==================  ] 47/50 완료
  M08 vs M02 [=================== ] 48/50 완료
  M08 vs M02 [=================== ] 49/50 완료
  M08 vs M02 [====================] 50/50 완료

  M08 vs M02: 0W / 50L / 0T  → 0.0%  avg_turn=118.4


  M08 vs M03 [                    ] 1/50 완료
  M08 vs M03 [                    ] 2/50 완료
  M08 vs M03 [=                   ] 3/50 완료
  M08 vs M03 [=                   ] 4/50 완료
  M08 vs M03 [==                  ] 5/50 완료
  M08 vs M03 [==                  ] 6/50 완료
  M08 vs M03 [==                  ] 7/50 완료
  M08 vs M03 [===                 ] 8/50 완료
  M08 vs M03 [===                 ] 9/50 완료
  M08 vs M03 [====                ] 10/50 완료
  M08 vs M03 [====                ] 11/50 완료
  M08 vs M03 [====                ] 12/50 완료
  M08 vs M03 [=====               ] 13/50 완료
  M08 vs M03 [=====               ] 14/50 완료
  M08 vs M03 [======              ] 15/50 완료
  M08 vs M03 [======              ] 16/50 완료
  M08 vs M03 [======              ] 17/50 완료
  M08 vs M03 [=======             ] 18/50 완료
  M08 vs M03 [=======             ] 19/50 완료
  M08 vs M03 [========            ] 20/50 완료
  M08 vs M03 [========            ] 21/50 완료
  M08 vs M03 [========            ] 22/50 완료
  M08 vs M03 [=========           ] 23/50 완료
  M08 vs M03 [=========           ] 24/50 완료
  M08 vs M03 [==========          ] 25/50 완료
  M08 vs M03 [==========          ] 26/50 완료
  M08 vs M03 [==========          ] 27/50 완료
  M08 vs M03 [===========         ] 28/50 완료
  M08 vs M03 [===========         ] 29/50 완료
  M08 vs M03 [============        ] 30/50 완료
  M08 vs M03 [============        ] 31/50 완료
  M08 vs M03 [============        ] 32/50 완료
  M08 vs M03 [=============       ] 33/50 완료
  M08 vs M03 [=============       ] 34/50 완료
  M08 vs M03 [==============      ] 35/50 완료
  M08 vs M03 [==============      ] 36/50 완료
  M08 vs M03 [==============      ] 37/50 완료
  M08 vs M03 [===============     ] 38/50 완료
  M08 vs M03 [===============     ] 39/50 완료
  M08 vs M03 [================    ] 40/50 완료
  M08 vs M03 [================    ] 41/50 완료
  M08 vs M03 [================    ] 42/50 완료
  M08 vs M03 [=================   ] 43/50 완료
  M08 vs M03 [=================   ] 44/50 완료
  M08 vs M03 [==================  ] 45/50 완료
  M08 vs M03 [==================  ] 46/50 완료
  M08 vs M03 [==================  ] 47/50 완료
  M08 vs M03 [=================== ] 48/50 완료
  M08 vs M03 [=================== ] 49/50 완료
  M08 vs M03 [====================] 50/50 완료

  M08 vs M03: 2W / 48L / 0T  → 4.0%  avg_turn=164.1


  M08 vs M04 [                    ] 1/50 완료
  M08 vs M04 [                    ] 2/50 완료
  M08 vs M04 [=                   ] 3/50 완료
  M08 vs M04 [=                   ] 4/50 완료
  M08 vs M04 [==                  ] 5/50 완료
  M08 vs M04 [==                  ] 6/50 완료
  M08 vs M04 [==                  ] 7/50 완료
  M08 vs M04 [===                 ] 8/50 완료
  M08 vs M04 [===                 ] 9/50 완료
  M08 vs M04 [====                ] 10/50 완료
  M08 vs M04 [====                ] 11/50 완료
  M08 vs M04 [====                ] 12/50 완료
  M08 vs M04 [=====               ] 13/50 완료
  M08 vs M04 [=====               ] 14/50 완료
  M08 vs M04 [======              ] 15/50 완료
  M08 vs M04 [======              ] 16/50 완료
  M08 vs M04 [======              ] 17/50 완료
  M08 vs M04 [=======             ] 18/50 완료
  M08 vs M04 [=======             ] 19/50 완료
  M08 vs M04 [========            ] 20/50 완료
  M08 vs M04 [========            ] 21/50 완료
  M08 vs M04 [========            ] 22/50 완료
  M08 vs M04 [=========           ] 23/50 완료
  M08 vs M04 [=========           ] 24/50 완료
  M08 vs M04 [==========          ] 25/50 완료
  M08 vs M04 [==========          ] 26/50 완료
  M08 vs M04 [==========          ] 27/50 완료
  M08 vs M04 [===========         ] 28/50 완료
  M08 vs M04 [===========         ] 29/50 완료
  M08 vs M04 [============        ] 30/50 완료
  M08 vs M04 [============        ] 31/50 완료
  M08 vs M04 [============        ] 32/50 완료
  M08 vs M04 [=============       ] 33/50 완료
  M08 vs M04 [=============       ] 34/50 완료
  M08 vs M04 [==============      ] 35/50 완료
  M08 vs M04 [==============      ] 36/50 완료
  M08 vs M04 [==============      ] 37/50 완료
  M08 vs M04 [===============     ] 38/50 완료
  M08 vs M04 [===============     ] 39/50 완료
  M08 vs M04 [================    ] 40/50 완료
  M08 vs M04 [================    ] 41/50 완료
  M08 vs M04 [================    ] 42/50 완료
  M08 vs M04 [=================   ] 43/50 완료
  M08 vs M04 [=================   ] 44/50 완료
  M08 vs M04 [==================  ] 45/50 완료
  M08 vs M04 [==================  ] 46/50 완료
  M08 vs M04 [==================  ] 47/50 완료
  M08 vs M04 [=================== ] 48/50 완료
  M08 vs M04 [=================== ] 49/50 완료
  M08 vs M04 [====================] 50/50 완료

  M08 vs M04: 50W / 0L / 0T  → 100.0%  avg_turn=176.9


  M08 vs M05 [                    ] 1/50 완료
  M08 vs M05 [                    ] 2/50 완료
  M08 vs M05 [=                   ] 3/50 완료
  M08 vs M05 [=                   ] 4/50 완료
  M08 vs M05 [==                  ] 5/50 완료
  M08 vs M05 [==                  ] 6/50 완료
  M08 vs M05 [==                  ] 7/50 완료
  M08 vs M05 [===                 ] 8/50 완료
  M08 vs M05 [===                 ] 9/50 완료
  M08 vs M05 [====                ] 10/50 완료
  M08 vs M05 [====                ] 11/50 완료
  M08 vs M05 [====                ] 12/50 완료
  M08 vs M05 [=====               ] 13/50 완료
  M08 vs M05 [=====               ] 14/50 완료
  M08 vs M05 [======              ] 15/50 완료
  M08 vs M05 [======              ] 16/50 완료
  M08 vs M05 [======              ] 17/50 완료
  M08 vs M05 [=======             ] 18/50 완료
  M08 vs M05 [=======             ] 19/50 완료
  M08 vs M05 [========            ] 20/50 완료
  M08 vs M05 [========            ] 21/50 완료
  M08 vs M05 [========            ] 22/50 완료
  M08 vs M05 [=========           ] 23/50 완료
  M08 vs M05 [=========           ] 24/50 완료
  M08 vs M05 [==========          ] 25/50 완료
  M08 vs M05 [==========          ] 26/50 완료
  M08 vs M05 [==========          ] 27/50 완료
  M08 vs M05 [===========         ] 28/50 완료
  M08 vs M05 [===========         ] 29/50 완료
  M08 vs M05 [============        ] 30/50 완료
  M08 vs M05 [============        ] 31/50 완료
  M08 vs M05 [============        ] 32/50 완료
  M08 vs M05 [=============       ] 33/50 완료
  M08 vs M05 [=============       ] 34/50 완료
  M08 vs M05 [==============      ] 35/50 완료
  M08 vs M05 [==============      ] 36/50 완료
  M08 vs M05 [==============      ] 37/50 완료
  M08 vs M05 [===============     ] 38/50 완료
  M08 vs M05 [===============     ] 39/50 완료
  M08 vs M05 [================    ] 40/50 완료
  M08 vs M05 [================    ] 41/50 완료
  M08 vs M05 [================    ] 42/50 완료
  M08 vs M05 [=================   ] 43/50 완료
  M08 vs M05 [=================   ] 44/50 완료
  M08 vs M05 [==================  ] 45/50 완료
  M08 vs M05 [==================  ] 46/50 완료
  M08 vs M05 [==================  ] 47/50 완료
  M08 vs M05 [=================== ] 48/50 완료
  M08 vs M05 [=================== ] 49/50 완료
  M08 vs M05 [====================] 50/50 완료

  M08 vs M05: 50W / 0L / 0T  → 100.0%  avg_turn=230.7


  M08 vs M06 [                    ] 1/50 완료
  M08 vs M06 [                    ] 2/50 완료
  M08 vs M06 [=                   ] 3/50 완료
  M08 vs M06 [=                   ] 4/50 완료
  M08 vs M06 [==                  ] 5/50 완료
  M08 vs M06 [==                  ] 6/50 완료
  M08 vs M06 [==                  ] 7/50 완료
  M08 vs M06 [===                 ] 8/50 완료
  M08 vs M06 [===                 ] 9/50 완료
  M08 vs M06 [====                ] 10/50 완료
  M08 vs M06 [====                ] 11/50 완료
  M08 vs M06 [====                ] 12/50 완료
  M08 vs M06 [=====               ] 13/50 완료
  M08 vs M06 [=====               ] 14/50 완료
  M08 vs M06 [======              ] 15/50 완료
  M08 vs M06 [======              ] 16/50 완료
  M08 vs M06 [======              ] 17/50 완료
  M08 vs M06 [=======             ] 18/50 완료
  M08 vs M06 [=======             ] 19/50 완료
  M08 vs M06 [========            ] 20/50 완료
  M08 vs M06 [========            ] 21/50 완료
  M08 vs M06 [========            ] 22/50 완료
  M08 vs M06 [=========           ] 23/50 완료
  M08 vs M06 [=========           ] 24/50 완료
  M08 vs M06 [==========          ] 25/50 완료
  M08 vs M06 [==========          ] 26/50 완료
  M08 vs M06 [==========          ] 27/50 완료
  M08 vs M06 [===========         ] 28/50 완료
  M08 vs M06 [===========         ] 29/50 완료
  M08 vs M06 [============        ] 30/50 완료
  M08 vs M06 [============        ] 31/50 완료
  M08 vs M06 [============        ] 32/50 완료
  M08 vs M06 [=============       ] 33/50 완료
  M08 vs M06 [=============       ] 34/50 완료
  M08 vs M06 [==============      ] 35/50 완료
  M08 vs M06 [==============      ] 36/50 완료
  M08 vs M06 [==============      ] 37/50 완료
  M08 vs M06 [===============     ] 38/50 완료
  M08 vs M06 [===============     ] 39/50 완료
  M08 vs M06 [================    ] 40/50 완료
  M08 vs M06 [================    ] 41/50 완료
  M08 vs M06 [================    ] 42/50 완료
  M08 vs M06 [=================   ] 43/50 완료
  M08 vs M06 [=================   ] 44/50 완료
  M08 vs M06 [==================  ] 45/50 완료
  M08 vs M06 [==================  ] 46/50 완료
  M08 vs M06 [==================  ] 47/50 완료
  M08 vs M06 [=================== ] 48/50 완료
  M08 vs M06 [=================== ] 49/50 완료
  M08 vs M06 [====================] 50/50 완료

  M08 vs M06: 49W / 1L / 0T  → 98.0%  avg_turn=165.7


  M08 vs M07 [                    ] 1/50 완료
  M08 vs M07 [                    ] 2/50 완료
  M08 vs M07 [=                   ] 3/50 완료
  M08 vs M07 [=                   ] 4/50 완료
  M08 vs M07 [==                  ] 5/50 완료
  M08 vs M07 [==                  ] 6/50 완료
  M08 vs M07 [==                  ] 7/50 완료
  M08 vs M07 [===                 ] 8/50 완료
  M08 vs M07 [===                 ] 9/50 완료
  M08 vs M07 [====                ] 10/50 완료
  M08 vs M07 [====                ] 11/50 완료
  M08 vs M07 [====                ] 12/50 완료
  M08 vs M07 [=====               ] 13/50 완료
  M08 vs M07 [=====               ] 14/50 완료
  M08 vs M07 [======              ] 15/50 완료
  M08 vs M07 [======              ] 16/50 완료
  M08 vs M07 [======              ] 17/50 완료
  M08 vs M07 [=======             ] 18/50 완료
  M08 vs M07 [=======             ] 19/50 완료
  M08 vs M07 [========            ] 20/50 완료
  M08 vs M07 [========            ] 21/50 완료
  M08 vs M07 [========            ] 22/50 완료
  M08 vs M07 [=========           ] 23/50 완료
  M08 vs M07 [=========           ] 24/50 완료
  M08 vs M07 [==========          ] 25/50 완료
  M08 vs M07 [==========          ] 26/50 완료
  M08 vs M07 [==========          ] 27/50 완료
  M08 vs M07 [===========         ] 28/50 완료
  M08 vs M07 [===========         ] 29/50 완료
  M08 vs M07 [============        ] 30/50 완료
  M08 vs M07 [============        ] 31/50 완료
  M08 vs M07 [============        ] 32/50 완료
  M08 vs M07 [=============       ] 33/50 완료
  M08 vs M07 [=============       ] 34/50 완료
  M08 vs M07 [==============      ] 35/50 완료
  M08 vs M07 [==============      ] 36/50 완료
  M08 vs M07 [==============      ] 37/50 완료
  M08 vs M07 [===============     ] 38/50 완료
  M08 vs M07 [===============     ] 39/50 완료
  M08 vs M07 [================    ] 40/50 완료
  M08 vs M07 [================    ] 41/50 완료
  M08 vs M07 [================    ] 42/50 완료
  M08 vs M07 [=================   ] 43/50 완료
  M08 vs M07 [=================   ] 44/50 완료
  M08 vs M07 [==================  ] 45/50 완료
  M08 vs M07 [==================  ] 46/50 완료
  M08 vs M07 [==================  ] 47/50 완료
  M08 vs M07 [=================== ] 48/50 완료
  M08 vs M07 [=================== ] 49/50 완료
  M08 vs M07 [====================] 50/50 완료

  M08 vs M07: 50W / 0L / 0T  → 100.0%  avg_turn=117.7


  M08 vs M09 [                    ] 1/50 완료
  M08 vs M09 [                    ] 2/50 완료
  M08 vs M09 [=                   ] 3/50 완료
  M08 vs M09 [=                   ] 4/50 완료
  M08 vs M09 [==                  ] 5/50 완료
  M08 vs M09 [==                  ] 6/50 완료
  M08 vs M09 [==                  ] 7/50 완료
  M08 vs M09 [===                 ] 8/50 완료
  M08 vs M09 [===                 ] 9/50 완료
  M08 vs M09 [====                ] 10/50 완료
  M08 vs M09 [====                ] 11/50 완료
  M08 vs M09 [====                ] 12/50 완료
  M08 vs M09 [=====               ] 13/50 완료
  M08 vs M09 [=====               ] 14/50 완료
  M08 vs M09 [======              ] 15/50 완료
  M08 vs M09 [======              ] 16/50 완료
  M08 vs M09 [======              ] 17/50 완료
  M08 vs M09 [=======             ] 18/50 완료
  M08 vs M09 [=======             ] 19/50 완료
  M08 vs M09 [========            ] 20/50 완료
  M08 vs M09 [========            ] 21/50 완료
  M08 vs M09 [========            ] 22/50 완료
  M08 vs M09 [=========           ] 23/50 완료
  M08 vs M09 [=========           ] 24/50 완료
  M08 vs M09 [==========          ] 25/50 완료
  M08 vs M09 [==========          ] 26/50 완료
  M08 vs M09 [==========          ] 27/50 완료
  M08 vs M09 [===========         ] 28/50 완료
  M08 vs M09 [===========         ] 29/50 완료
  M08 vs M09 [============        ] 30/50 완료
  M08 vs M09 [============        ] 31/50 완료
  M08 vs M09 [============        ] 32/50 완료
  M08 vs M09 [=============       ] 33/50 완료
  M08 vs M09 [=============       ] 34/50 완료
  M08 vs M09 [==============      ] 35/50 완료
  M08 vs M09 [==============      ] 36/50 완료
  M08 vs M09 [==============      ] 37/50 완료
  M08 vs M09 [===============     ] 38/50 완료
  M08 vs M09 [===============     ] 39/50 완료
  M08 vs M09 [================    ] 40/50 완료
  M08 vs M09 [================    ] 41/50 완료
  M08 vs M09 [================    ] 42/50 완료
  M08 vs M09 [=================   ] 43/50 완료
  M08 vs M09 [=================   ] 44/50 완료
  M08 vs M09 [==================  ] 45/50 완료
  M08 vs M09 [==================  ] 46/50 완료
  M08 vs M09 [==================  ] 47/50 완료
  M08 vs M09 [=================== ] 48/50 완료
  M08 vs M09 [=================== ] 49/50 완료
  M08 vs M09 [====================] 50/50 완료

  M08 vs M09: 0W / 50L / 0T  → 0.0%  avg_turn=82.2


  M08 vs M10 [                    ] 1/50 완료
  M08 vs M10 [                    ] 2/50 완료
  M08 vs M10 [=                   ] 3/50 완료
  M08 vs M10 [=                   ] 4/50 완료
